0.504,0.92,-0.064,dumbbell-chest-fly,,12.5,10
0.481,0.881,-0.095,dumbbell-chest-fly,,12.5,10
0.472,0.895,-0.028,dumbbell-chest-fly,,12.5,10
0.465,0.971,0.2,dumbbell-chest-fly,,12.5,10
0.442,0.925,0.077,dumbbell-chest-fly,,12.5,10
0.426,0.956,0.007,dumbbell-chest-fly,,12.5,10
0.403,0.939,0.007,dumbbell-chest-fly,,12.5,10
0.434,0.916,0.056,dumbbell-chest-fly,,12.5,10
0.38,0.985,0.057,dumbbell-chest-fly,,12.5,10
0.348,1.007,-0.113,dumbbell-chest-fly,,12.5,10
0.401,0.944,-0.063,dumbbell-chest-fly,,12.5,10
0.379,0.971,0.183,dumbbell-chest-fly,,12.5,10
0.362,0.996,0.224,dumbbell-chest-fly,,12.5,10
0.331,1.012,-0.013,dumbbell-chest-fly,,12.5,10
0.309,0.987,-0.039,dumbbell-chest-fly,,12.5,10
0.282,0.954,0.123,dumbbell-chest-fly,,12.5,10
0.234,1.004,0.233,dumbbell-chest-fly,,12.5,10
0.242,1.085,0.093,dumbbell-chest-fly,,12.5,10
0.231,1.117,-0.058,dumbbell-chest-fly,,12.5,10
0.196,1.09,0.032,dumbbell-chest-fly,,12.5,10
0.189,1.077,0.15,dumbbell-chest-fly,,12.5,10
0.16,1.061,0.125,dumbbell-chest-fly,,12.5,10
0.105,1.03,0.079,dumbbell-chest-fly,,12.5,10
0.076,1.003,0.188,dumbbell-chest-fly,,12.5,10
0.068,1.021,0.255,dumbbell-chest-fly,,12.5,10
0.052,0.992,0.036,dumbbell-chest-fly,,12.5,10
0.002,0.955,-0.071,dumbbell-chest-fly,,12.5,10
-0.058,0.976,0.06,dumbbell-chest-fly,,12.5,10
-0.076,0.972,0.144,dumbbell-chest-fly,,12.5,10
-0.089,0.978,0.154,dumbbell-chest-fly,,12.5,10
-0.115,1.002,0.106,dumbbell-chest-fly,,12.5,10
-0.135,0.998,0.093,dumbbell-chest-fly,,12.5,10
-0.163,0.983,0.108,dumbbell-chest-fly,,12.5,10
-0.173,1.011,0.128,dumbbell-chest-fly,,12.5,10
-0.197,1.011,0.083,dumbbell-chest-fly,,12.5,10
-0.226,0.978,0.056,dumbbell-chest-fly,,12.5,10
-0.232,0.928,0.081,dumbbell-chest-fly,,12.5,10
-0.243,0.96,0.159,dumbbell-chest-fly,,12.5,10
-0.276,1.042,0.159,dumbbell-chest-fly,,12.5,10
-0.288,1.006,0.046,dumbbell-chest-fly,,12.5,10
-0.288,0.931,0.112,dumbbell-chest-fly,,12.5,10
-0.287,0.886,0.172,dumbbell-chest-fly,,12.5,10
-0.285,0.905,0.148,dumbbell-chest-fly,,12.5,10
-0.321,0.881,0.127,dumbbell-chest-fly,,12.5,10
-0.376,0.954,0.115,dumbbell-chest-fly,,12.5,10
-0.374,1.075,0.077,dumbbell-chest-fly,,12.5,10
-0.362,1.03,0.061,dumbbell-chest-fly,,12.5,10
-0.382,1.009,0.108,dumbbell-chest-fly,,12.5,10
-0.351,1.015,0.055,dumbbell-chest-fly,,12.5,10
-0.337,1.0,0.2,dumbbell-chest-fly,,12.5,10
-0.384,0.984,0.208,dumbbell-chest-fly,,12.5,10
-0.416,0.952,0.208,dumbbell-chest-fly,,12.5,10
-0.447,0.991,0.068,dumbbell-chest-fly,,12.5,10
-0.448,0.984,0.018,dumbbell-chest-fly,,12.5,10
-0.47,0.924,0.016,dumbbell-chest-fly,,12.5,10
-0.53,0.884,0.038,dumbbell-chest-fly,,12.5,10
-0.557,0.837,0.076,dumbbell-chest-fly,,12.5,10
-0.581,0.832,-0.025,dumbbell-chest-fly,,12.5,10
-0.632,0.812,-0.006,dumbbell-chest-fly,,12.5,10
-0.673,0.801,-0.033,dumbbell-chest-fly,,12.5,10
-0.719,0.741,-0.131,dumbbell-chest-fly,,12.5,10
-0.747,0.709,-0.057,dumbbell-chest-fly,,12.5,10
-0.771,0.704,-0.075,dumbbell-chest-fly,,12.5,10
-0.83,0.625,-0.028,dumbbell-chest-fly,,12.5,10
-0.86,0.629,-0.096,dumbbell-chest-fly,,12.5,10
-0.893,0.571,-0.088,dumbbell-chest-fly,,12.5,10
-0.949,0.516,-0.078,dumbbell-chest-fly,,12.5,10
-1.011,0.515,-0.058,dumbbell-chest-fly,,12.5,10
-1.043,0.478,-0.174,dumbbell-chest-fly,,12.5,10
-1.089,0.349,-0.046,dumbbell-chest-fly,,12.5,10
-1.122,0.263,-0.109,dumbbell-chest-fly,,12.5,10
-1.157,0.2,-0.202,dumbbell-chest-fly,,12.5,10
-1.195,0.159,-0.206,dumbbell-chest-fly,,12.5,10
-1.253,0.067,-0.01,dumbbell-chest-fly,,12.5,10
-1.297,0.0,0.023,dumbbell-chest-fly,,12.5,10
-1.308,-0.037,-0.146,dumbbell-chest-fly,,12.5,10
-1.312,-0.076,-0.26,dumbbell-chest-fly,,12.5,10
-1.304,-0.099,-0.128,dumbbell-chest-fly,,12.5,10
-1.278,-0.127,-0.034,dumbbell-chest-fly,,12.5,10
-1.235,-0.118,-0.101,dumbbell-chest-fly,,12.5,10
-1.171,-0.12,-0.05,dumbbell-chest-fly,,12.5,10
-1.097,-0.136,-0.08,dumbbell-chest-fly,,12.5,10
-1.058,-0.084,-0.126,dumbbell-chest-fly,,12.5,10
-1.028,-0.069,-0.167,dumbbell-chest-fly,,12.5,10
-0.997,-0.087,0.009,dumbbell-chest-fly,,12.5,10
