0.92,0.216,0.512,straight-bar-biceps-curl,,35.0,20
0.912,0.208,0.535,straight-bar-biceps-curl,,35.0,20
0.92,0.208,0.528,straight-bar-biceps-curl,,35.0,20
0.913,0.208,0.528,straight-bar-biceps-curl,,35.0,20
0.912,0.215,0.513,straight-bar-biceps-curl,,35.0,20
0.912,0.202,0.491,straight-bar-biceps-curl,,35.0,20
0.919,0.2,0.53,straight-bar-biceps-curl,,35.0,20
0.906,0.2,0.536,straight-bar-biceps-curl,,35.0,20
0.904,0.2,0.529,straight-bar-biceps-curl,,35.0,20
0.911,0.2,0.521,straight-bar-biceps-curl,,35.0,20
0.912,0.2,0.545,straight-bar-biceps-curl,,35.0,20
0.912,0.2,0.54,straight-bar-biceps-curl,,35.0,20
0.912,0.2,0.506,straight-bar-biceps-curl,,35.0,20
0.918,0.2,0.531,straight-bar-biceps-curl,,35.0,20
0.926,0.2,0.533,straight-bar-biceps-curl,,35.0,20
0.922,0.183,0.534,straight-bar-biceps-curl,,35.0,20
0.92,0.192,0.525,straight-bar-biceps-curl,,35.0,20
0.92,0.205,0.504,straight-bar-biceps-curl,,35.0,20
0.925,0.213,0.511,straight-bar-biceps-curl,,35.0,20
0.928,0.216,0.525,straight-bar-biceps-curl,,35.0,20
0.928,0.226,0.542,straight-bar-biceps-curl,,35.0,20
0.928,0.237,0.538,straight-bar-biceps-curl,,35.0,20
0.932,0.249,0.537,straight-bar-biceps-curl,,35.0,20
0.927,0.256,0.544,straight-bar-biceps-curl,,35.0,20
0.912,0.252,0.515,straight-bar-biceps-curl,,35.0,20
0.9,0.268,0.512,straight-bar-biceps-curl,,35.0,20
0.908,0.284,0.524,straight-bar-biceps-curl,,35.0,20
0.92,0.265,0.53,straight-bar-biceps-curl,,35.0,20
0.92,0.248,0.524,straight-bar-biceps-curl,,35.0,20
0.913,0.255,0.525,straight-bar-biceps-curl,,35.0,20
0.894,0.264,0.557,straight-bar-biceps-curl,,35.0,20
0.892,0.267,0.534,straight-bar-biceps-curl,,35.0,20
0.915,0.263,0.518,straight-bar-biceps-curl,,35.0,20
0.909,0.243,0.488,straight-bar-biceps-curl,,35.0,20
0.904,0.25,0.58,straight-bar-biceps-curl,,35.0,20
0.934,0.254,0.633,straight-bar-biceps-curl,,35.0,20
0.935,0.181,0.456,straight-bar-biceps-curl,,35.0,20
0.956,0.203,0.456,straight-bar-biceps-curl,,35.0,20
0.974,0.234,0.586,straight-bar-biceps-curl,,35.0,20
0.985,0.231,0.611,straight-bar-biceps-curl,,35.0,20
0.958,0.198,0.491,straight-bar-biceps-curl,,35.0,20
0.952,0.196,0.453,straight-bar-biceps-curl,,35.0,20
0.955,0.211,0.643,straight-bar-biceps-curl,,35.0,20
0.968,0.186,0.594,straight-bar-biceps-curl,,35.0,20
0.965,0.197,0.465,straight-bar-biceps-curl,,35.0,20
0.943,0.177,0.477,straight-bar-biceps-curl,,35.0,20
0.936,0.188,0.525,straight-bar-biceps-curl,,35.0,20
0.935,0.221,0.562,straight-bar-biceps-curl,,35.0,20
0.927,0.186,0.377,straight-bar-biceps-curl,,35.0,20
0.913,0.217,0.403,straight-bar-biceps-curl,,35.0,20
0.952,0.24,0.488,straight-bar-biceps-curl,,35.0,20
1.0,0.216,0.488,straight-bar-biceps-curl,,35.0,20
1.0,0.169,0.403,straight-bar-biceps-curl,,35.0,20
0.977,0.198,0.332,straight-bar-biceps-curl,,35.0,20
0.976,0.222,0.388,straight-bar-biceps-curl,,35.0,20
0.925,0.246,0.45,straight-bar-biceps-curl,,35.0,20
1.041,0.212,0.485,straight-bar-biceps-curl,,35.0,20
0.979,0.18,0.286,straight-bar-biceps-curl,,35.0,20
0.995,0.196,0.406,straight-bar-biceps-curl,,35.0,20
1.013,0.18,0.305,straight-bar-biceps-curl,,35.0,20
0.996,0.176,0.306,straight-bar-biceps-curl,,35.0,20
0.967,0.176,0.382,straight-bar-biceps-curl,,35.0,20
0.904,0.188,0.388,straight-bar-biceps-curl,,35.0,20
0.858,0.198,0.342,straight-bar-biceps-curl,,35.0,20
0.883,0.188,0.381,straight-bar-biceps-curl,,35.0,20
0.925,0.144,0.452,straight-bar-biceps-curl,,35.0,20
0.958,0.089,0.466,straight-bar-biceps-curl,,35.0,20
0.979,0.045,0.442,straight-bar-biceps-curl,,35.0,20
1.0,0.048,0.49,straight-bar-biceps-curl,,35.0,20
1.003,0.066,0.505,straight-bar-biceps-curl,,35.0,20
1.01,0.072,0.486,straight-bar-biceps-curl,,35.0,20
1.035,0.134,0.47,straight-bar-biceps-curl,,35.0,20
1.057,0.199,0.339,straight-bar-biceps-curl,,35.0,20
1.028,0.234,0.252,straight-bar-biceps-curl,,35.0,20
0.996,0.226,0.338,straight-bar-biceps-curl,,35.0,20
0.996,0.179,0.42,straight-bar-biceps-curl,,35.0,20
0.968,0.18,0.376,straight-bar-biceps-curl,,35.0,20
0.94,0.185,0.416,straight-bar-biceps-curl,,35.0,20
0.959,0.131,0.516,straight-bar-biceps-curl,,35.0,20
0.972,0.071,0.434,straight-bar-biceps-curl,,35.0,20
0.965,0.07,0.383,straight-bar-biceps-curl,,35.0,20
